slug,title,name_zh_or_summary,category,supported_in,arguments,return_type,source_url,evidence_type,notes
dateSubV2,Subtract value from date,Returns the date that is 'value' days/weeks/months/quarter/years before 'start'.,"[""Datetime""]","[""Batch"",""Faster"",""Streaming""]","[{""name"":""Date"",""type"":""Expression<Date>"",""description"":""Date to subtract value to""},{""name"":""Unit"",""type"":""Enum<Days, Months, Quarters, Weeks, Years>"",""description"":""Date unit of the 'value' parameter""},{""name"":""Value"",""type"":""Expression<Integer>"",""description"":""Number of days / weeks / quarters / years to subtract""}]",Date,https://palantir.com/docs/foundry/pb-functions-expression/dateSubV2/,线索,"[""parse_warning: args_missing_but_heading_present""]"
datePartV1,Extract date part,Extracts a part of a date like year or day of week.,"[""Datetime""]","[""Batch"",""Faster"",""Streaming""]","[{""name"":""Expression"",""type"":""Expression<Date | Timestamp>"",""description"":""Date to extract from""},{""name"":""Part"",""type"":""Enum<Day of month, Day of week, Day of year, Month, Quarter, Week of year, Year>"",""description"":""Part of date to extract""}]",Integer,https://palantir.com/docs/foundry/pb-functions-expression/datePartV1/,线索,"[""parse_warning: args_missing_but_heading_present""]"
currentTimestampV2,Current timestamp,Returns the current timestamp when computation started.,"[""Datetime""]","[""Batch"",""Faster"",""Streaming""]",[],Timestamp,https://palantir.com/docs/foundry/pb-functions-expression/currentTimestampV2/,线索,"[""arguments_declared_none"",""parse_warning: args_missing_but_heading_present""]"
dateTruncateV1,Truncate date,Returns the date rounded down to the nearest day/week/month/quarter/year.,"[""Datetime""]","[""Batch"",""Faster""]","[{""name"":""Start"",""type"":""Expression<Date | Timestamp>"",""description"":""Date to truncate""},{""name"":""Unit"",""type"":""Enum<Days, Months, Quarters, Weeks (starting Monday), Weeks (starting Sunday), Years>"",""description"":""Date unit used to truncate""}]",Date,https://palantir.com/docs/foundry/pb-functions-expression/dateTruncateV1/,线索,"[""parse_warning: args_missing_but_heading_present""]"
createQualifiedTimeSeriesIdV1,Create time series reference values,Creates time series reference values.,"[""String""]","[""Batch"",""Streaming""]","[{""name"":""Series identifier"",""type"":""Expression<String>"",""description"":""The series identifiers contained in the time series sync""},{""name"":""Time series sync RID"",""type"":""Expression<String>"",""description"":""The resource identifier (RID) of the time series sync containing the series identifiers""}]",String,https://palantir.com/docs/foundry/pb-functions-expression/createQualifiedTimeSeriesIdV1/,线索,"[""parse_warning: args_missing_but_heading_present""]"
decodeV1,Decode,Decode the given expression using the specified charset.,"[""Binary"",""Cast""]","[""Batch"",""Faster"",""Streaming""]","[{""name"":""Charset"",""type"":""Enum<ISO_8859_1, US_ASCII, UTF_16, UTF_16BE, UTF_16LE, UTF_8, Windows-31J>"",""description"":""Charset used for decoding""},{""name"":""Expression"",""type"":""Expression<Binary>"",""description"":""Expression to decode""}]",String,https://palantir.com/docs/foundry/pb-functions-expression/decodeV1/,线索,"[""parse_warning: args_missing_but_heading_present""]"
createGeometryFromOrderedGeoPointRowsV1,Create simple geometries from ordered rows of GeoPoints,"Given a column of GeoPoints and an ordering, return either a polygon or a line string by connecting the GeoPoints in the...","[""Geospatial""]","[""Batch""]","[{""name"":""GeoPoint"",""type"":""Expression<GeoPoint>"",""description"":""A column of GeoPoints from which the geometry is constructed. Each row in the dataset should represent an individual GeoPoint. If there are null values, these rows are ignored""},{""name"":""Order by (ascending)"",""type"":""Expression<Byte | Date | Decimal | Double | Float | Integer | Long | Short | Timestamp>"",""description"":""A column of values by which the GeoPoints will be ordered to construct the line string or the shell of the desired polygon. The ordering is random if values are identical within a group. If there are null values, those rows are ignored""},{""name"":""Output geometry type"",""type"":""Enum<LineString, Polygon>"",""description"":""Whether the output should be a polygon or a line-string""}]",Geometry,https://palantir.com/docs/foundry/pb-functions-expression/createGeometryFromOrderedGeoPointRowsV1/,线索,"[""parse_warning: args_missing_but_heading_present""]"
divideV1,Divide numbers,Divide one number by another number.,"[""Numeric""]","[""Batch"",""Faster"",""Streaming""]","[{""name"":""Left"",""type"":""Expression<Numeric>"",""description"":""Numerator""},{""name"":""Right"",""type"":""Expression<Numeric>"",""description"":""Denominator""}]",Decimal | Double,https://palantir.com/docs/foundry/pb-functions-expression/divideV1/,线索,"[""parse_warning: args_missing_but_heading_present""]"
distinctCountV1,Distinct count,Calculate distinct number of values in column.,"[""Aggregate""]","[""Batch"",""Faster"",""Streaming""]","[{""name"":""Expression"",""type"":""Expression<ComparableType>"",""description"":""The column of on which distinct count is computed""}]",Long,https://palantir.com/docs/foundry/pb-functions-expression/distinctCountV1/,线索,"[""parse_warning: args_missing_but_heading_present""]"
dmsToGeoPointV1,Convert DMS to GeoPoint,"Converts a geospatial coordinate string in degrees, minutes, seconds (DMS) format to a GeoPoint in accordance to...","[""Geospatial""]","[""Batch"",""Streaming""]","[{""name"":""Coordinates"",""type"":""Expression<String> optional"",""description"":""DMS coordinates to convert to a GeoPoint""},{""name"":""Formats"",""type"":""List<Literal<String>>"",""description"":""Formats default to DDD*°MM*'SS*\""H and DDD*MMSSssH""}]",GeoPoint,https://palantir.com/docs/foundry/pb-functions-expression/dmsToGeoPointV1/,线索,"[""parse_warning: args_missing_but_heading_present""]"
denseRankV1,Dense rank,"Returns the rank of rows within a window partition, without any gaps. In case of ties the rows get same rank. The...","[""Aggregate""]","[""Batch"",""Faster""]",[],Integer,https://palantir.com/docs/foundry/pb-functions-expression/denseRankV1/,线索,"[""arguments_declared_none"",""parse_warning: args_missing_but_heading_present""]"
endsWithV1,Ends with,Expression to compare. Expression<String> Ignore case:...,"[""Boolean"",""String""]","[""Batch"",""Faster"",""Streaming""]","[{""name"":""Expression"",""type"":""Expression<String>"",""description"":""Expression to compare""},{""name"":""Ignore case"",""type"":""Literal<Boolean>"",""description"":""Boolean to decide if comparison should be case-sensitive or not""},{""name"":""Value"",""type"":""Expression<String>"",""description"":""Value to compare against""}]",Boolean,https://palantir.com/docs/foundry/pb-functions-expression/endsWithV1/,线索,"[""parse_warning: args_missing_but_heading_present""]"
dateSequenceV1,Date sequence,Creates an array with dates in range from start to end.,"[""Datetime""]","[""Batch"",""Faster""]","[{""name"":""End date"",""type"":""Expression<Date>"",""description"":""The date to end at (inclusive)""},{""name"":""Start date"",""type"":""Expression<Date>"",""description"":""The date to start from (inclusive)""},{""name"":""Step unit"",""type"":""Enum<Days, Months, Quarters, Weeks, Years> optional"",""description"":""Unit of the step size""},{""name"":""Step size"",""type"":""Expression<Numeric>"",""description"":""The size of the steps between numbers. Defaults to 1""}]",Array<Date>,https://palantir.com/docs/foundry/pb-functions-expression/dateSequenceV1/,线索,"[""parse_warning: args_missing_but_heading_present""]"
epochMillisToDateV1,Epoch milliseconds to date,"Converts from epoch milliseconds to date, UTC.","[""Cast"",""Datetime""]","[""Batch"",""Faster"",""Streaming""]","[{""name"":""Expression"",""type"":""Expression<Double | Long>"",""description"":""Epoch milliseconds expressions""}]",Date,https://palantir.com/docs/foundry/pb-functions-expression/epochMillisToDateV1/,线索,"[""parse_warning: args_missing_but_heading_present""]"
epochSecondsToTimestampV1,Epoch seconds to timestamp,Converts from epoch seconds to timestamp in UTC.,"[""Cast"",""Datetime""]","[""Batch"",""Faster"",""Streaming""]","[{""name"":""Expression"",""type"":""Expression<Double | Integer | Long | String>"",""description"":""Converts from epoch seconds to timestamp in UTC""}]",Timestamp,https://palantir.com/docs/foundry/pb-functions-expression/epochSecondsToTimestampV1/,线索,"[""parse_warning: args_missing_but_heading_present""]"
epochSecondsToDateV1,Epoch seconds to date,Converts from epoch seconds to date in UTC.,"[""Cast"",""Datetime""]","[""Batch"",""Faster"",""Streaming""]","[{""name"":""Expression"",""type"":""Expression<Double | Integer | Long>"",""description"":""Epoch seconds expressions""}]",Date,https://palantir.com/docs/foundry/pb-functions-expression/epochSecondsToDateV1/,线索,"[""parse_warning: args_missing_but_heading_present""]"
explodeArrayV1,Explode array,Explode array into a row per value.,"[""Array""]","[""Batch"",""Faster"",""Streaming""]","[{""name"":""Expression"",""type"":""Expression<Array<T>> optional"",""description"":""The array to explode""},{""name"":""Keep empty / null arrays"",""type"":""Literal<Boolean>"",""description"":""If true, empty arrays and nulls will be kept as nulls in the output, otherwise they will be filtered""}]",T,https://palantir.com/docs/foundry/pb-functions-expression/explodeArrayV1/,线索,"[""type_variable_bounds: T accepts AnyType"",""parse_warning: args_missing_but_heading_present""]"
equalsV1,Equals,Returns true if left and right are equal.,"[""Boolean""]","[""Batch"",""Faster"",""Streaming""]","[{""name"":""Left"",""type"":""Expression<ComparableType>"",""description"":""Left expression""},{""name"":""Right"",""type"":""Expression<ComparableType>"",""description"":""Right expression""}]",Boolean,https://palantir.com/docs/foundry/pb-functions-expression/equalsV1/,线索,"[""parse_warning: args_missing_but_heading_present""]"
explodeArrayWithPositionV2,Explode array with position,Explode array into a row per value as a struct containing the element's relative position in the array and the...,"[""Array""]","[""Batch"",""Streaming""]","[{""name"":""Array"",""type"":""Expression<Array<T>> optional"",""description"":""Array of values to explode""},{""name"":""Keep empty / null arrays"",""type"":""Literal<Boolean>"",""description"":""If true, empty arrays and nulls will be kept as nulls in the output, otherwise they will be filtered""}]","Struct<Optional[position] , Optional[element] >",https://palantir.com/docs/foundry/pb-functions-expression/explodeArrayWithPositionV2/,线索,"[""type_variable_bounds: T accepts AnyType"",""parse_warning: args_missing_but_heading_present""]"
epochMillisToTimestampV1,Epoch milliseconds to timestamp,Converts from epoch milliseconds to timestamp in UTC.,"[""Cast"",""Datetime""]","[""Batch"",""Faster"",""Streaming""]","[{""name"":""Expression"",""type"":""Expression<Double | Long>"",""description"":""Expression containing epoch milliseconds to convert""}]",Timestamp,https://palantir.com/docs/foundry/pb-functions-expression/epochMillisToTimestampV1/,线索,"[""parse_warning: args_missing_but_heading_present""]"
explodeMapV1,Explode map,"Explode map into a row per key, value pair.","[""Map""]","[""Batch"",""Streaming""]","[{""name"":""Expression"",""type"":""Expression<Map<TKey, TValue>>"",""description"":""The map to explode""}]","Struct<Optional[key] , Optional[value] >",https://palantir.com/docs/foundry/pb-functions-expression/explodeMapV1/,线索,"[""type_variable_bounds: TKey accepts AnyType**TValue accepts AnyType"",""parse_warning: args_missing_but_heading_present""]"
exponentialV1,Exponential,"Calculates the exponential, e^x, of a column.","[""Numeric""]","[""Batch"",""Faster"",""Streaming""]","[{""name"":""Expression"",""type"":""Expression<Numeric>"",""description"":""Exponent value""}]",Double,https://palantir.com/docs/foundry/pb-functions-expression/exponentialV1/,线索,"[""parse_warning: args_missing_but_heading_present""]"
extractEmailBodyV1,Extract email body,Extracts the email body from an email media item as either plain text or html.,"[""Media""]","[""Batch""]","[{""name"":""Media reference"",""type"":""Expression<Media reference> optional"",""description"":""The email media item to extract the body from""},{""name"":""Error handling"",""type"":""Enum<FAIL, NULL> optional"",""description"":""Determines the behavior of the pipeline for inputs that fail to process""},{""name"":""Output format"",""type"":""Enum<HTML, Plain Text>"",""description"":""The format to return the extracted email body as. Defaults to plain text""}]",String,https://palantir.com/docs/foundry/pb-functions-expression/extractEmailBodyV1/,线索,"[""parse_warning: args_missing_but_heading_present""]"
extractOffsetFromLegacyOffsetDateTimeV1,Extract offset from legacy OffsetDateTime,Extracts the offset from a legacy OffsetDateTime column. This is the offset in seconds of the origin timezone of the timestamp...,"[""Datetime""]","[""Batch""]","[{""name"":""Expression"",""type"":""Expression<Struct<timestamp , offset >>"",""description"":""The legacy OffsetDateTime column""}]",Integer,https://palantir.com/docs/foundry/pb-functions-expression/extractOffsetFromLegacyOffsetDateTimeV1/,线索,"[""parse_warning: args_missing_but_heading_present""]"
extractMapValuesV1,Extract map values,Return map values as an array. Note the order of array elements is not deterministic.,"[""Map""]","[""Batch"",""Faster"",""Streaming""]","[{""name"":""Map"",""type"":""Expression<Map<AnyType, V>>"",""description"":""Map expression""}]",Array<V>,https://palantir.com/docs/foundry/pb-functions-expression/extractMapValuesV1/,线索,"[""type_variable_bounds: V accepts AnyType"",""parse_warning: args_missing_but_heading_present""]"
filterArrayElementV1,Filter array elements,"Filters an array based on the filter expression. Note, array index starts at 1.","[""Array""]","[""Batch"",""Streaming""]","[{""name"":""Array"",""type"":""Expression<Array<T>>"",""description"":""Array to be filtered""},{""name"":""Expression to filter"",""type"":""Expression<Boolean>"",""description"":""If the expression evaluates to true for a given element, the element will be kept, if false the element will be removed""}]",Array<T>,https://palantir.com/docs/foundry/pb-functions-expression/filterArrayElementV1/,线索,"[""type_variable_bounds: T accepts AnyType"",""parse_warning: args_missing_but_heading_present""]"
firstNonNullV1,First non null value (coalesce),Picks first non null value of the inputs. Known as coalesce in sql.,"[""Data preparation""]","[""Batch"",""Faster"",""Streaming""]","[{""name"":""Expressions"",""type"":""List<Expression<T>> optional"",""description"":""The first non null values of these expressions will be returned""},{""name"":""Treat empty strings as null"",""type"":""Literal<Boolean>"",""description"":""Treat all empty strings as null values""}]",T,https://palantir.com/docs/foundry/pb-functions-expression/firstNonNullV1/,线索,"[""type_variable_bounds: T accepts AnyType"",""parse_warning: args_missing_but_heading_present""]"
extractMapKeysV1,Extract map keys,Return map keys as an array. Note the order of array elements is not deterministic.,"[""Map""]","[""Batch"",""Faster"",""Streaming""]","[{""name"":""Map"",""type"":""Expression<Map<K, AnyType>>"",""description"":""Map expression""}]",Array<K>,https://palantir.com/docs/foundry/pb-functions-expression/extractMapKeysV1/,线索,"[""type_variable_bounds: K accepts AnyType"",""parse_warning: args_missing_but_heading_present""]"
dateToStringV2,Format date as string,Returns the date as formatted string in accordance to the Java DateTimeFormatter. The default format is...,"[""Cast"",""String""]","[""Batch"",""Faster"",""Streaming""]","[{""name"":""Date"",""type"":""Expression<Date> optional"",""description"":""The date to format as a string""},{""name"":""Format"",""type"":""Literal<String>"",""description"":""The format to use. The default format is ISO8601""}]",String,https://palantir.com/docs/foundry/pb-functions-expression/dateToStringV2/,线索,"[""parse_warning: args_missing_but_heading_present""]"
floorV1,Floor,Returns floor of a given fractional value.,"[""Numeric""]","[""Batch"",""Faster"",""Streaming""]","[{""name"":""Expression"",""type"":""Expression<Decimal | Double | Float>"",""description"":""The value to floor""}]",Decimal | Long,https://palantir.com/docs/foundry/pb-functions-expression/floorV1/,线索,"[""parse_warning: args_missing_but_heading_present""]"
firstV1,First,"First item in the group. Note, if used within an aggregate or unordered window, the row selected will be...","[""Aggregate""]","[""Batch"",""Faster"",""Streaming""]","[{""name"":""Expression"",""type"":""Expression<T>"",""description"":""Expression to aggregate""},{""name"":""Ignore nulls"",""type"":""Literal<Boolean>"",""description"":""If true, null values will be ignored""}]",T,https://palantir.com/docs/foundry/pb-functions-expression/firstV1/,线索,"[""type_variable_bounds: T accepts AnyType"",""parse_warning: args_missing_but_heading_present""]"
formatNumberV1,Format number,Formats a number to a specific number of decimal places.,"[""Cast"",""Numeric"",""String""]","[""Batch"",""Faster"",""Streaming""]","[{""name"":""Decimal places"",""type"":""Literal<Integer>"",""description"":""The number of decimal places""},{""name"":""Number"",""type"":""Expression<Numeric>"",""description"":""The number to format""}]",String,https://palantir.com/docs/foundry/pb-functions-expression/formatNumberV1/,线索,"[""parse_warning: args_missing_but_heading_present""]"
formatStringV1,Format string,Formats string printf style.,"[""String""]","[""Batch"",""Streaming""]","[{""name"":""Format arguments"",""type"":""List<Expression<Boolean | Byte | Date | Decimal | Double | Float | Integer | Long | Short | String | Timestamp>>"",""description"":""List of args to insert into format string.""},{""name"":""Format string"",""type"":""Literal<String>"",""description"":""String to be formatted.""}]",String,https://palantir.com/docs/foundry/pb-functions-expression/formatStringV1/,线索,[]
geoPointToDmsV1,Convert GeoPoint to DMS,"Converts a GeoPoint to a geospatial coordinate string in degrees, minutes, seconds (DMS) format in...","[""Geospatial""]","[""Batch"",""Faster"",""Streaming""]","[{""name"":""Format"",""type"":""Enum<DDDMMSSssH, DDD°MM'SS.sss\""H>"",""description"":""Outputs GeoPoints to either `DDD°MM'SS\""H` or `DDDMMSSssH`.""},{""name"":""GeoPoint"",""type"":""Expression<GeoPoint>"",""description"":""GeoPoint to convert to DMS.""}]",String,https://palantir.com/docs/foundry/pb-functions-expression/geoPointToDmsV1/,线索,"[""parse_warning: args_missing_but_heading_present""]"
geoPointToGeometryV1,Convert GeoPoint to geometry,Convert GeoPoint to a GeoJSON of type point.,"[""Geospatial""]","[""Batch"",""Faster"",""Streaming""]","[{""name"":""Expression"",""type"":""Expression<GeoPoint>"",""description"":""A valid GeoPoint""}]",Geometry,https://palantir.com/docs/foundry/pb-functions-expression/geoPointToGeometryV1/,线索,"[""parse_warning: args_missing_but_heading_present""]"
geoPointToMgrsV1,Convert GeoPoint to MGRS,Converts a GeoPoint following the WGS84 coordinate system (which is EPSG:4326) to a MGRS (military grid...,"[""Geospatial""]","[""Batch"",""Faster"",""Streaming""]","[{""name"":""Expression"",""type"":""Expression<GeoPoint>"",""description"":""GeoPoint to convert""}]",MGRS,https://palantir.com/docs/foundry/pb-functions-expression/geoPointToMgrsV1/,线索,"[""parse_warning: args_missing_but_heading_present""]"
geoPointToGeohashV1,Convert GeoPoint to Geohash,Converts a GeoPoint to a base32-encoded Geohash with specified precision that contains the GeoPoint. For...,"[""Geospatial""]","[""Batch"",""Faster"",""Streaming""]","[{""name"":""GeoPoint"",""type"":""Expression<GeoPoint>"",""description"":""The GeoPoint to convert""},{""name"":""Output Geohash precision"",""type"":""Expression<Integer>"",""description"":""The number of base32 characters returned in the output Geohash string""}]",Geohash,https://palantir.com/docs/foundry/pb-functions-expression/geoPointToGeohashV1/,线索,"[""parse_warning: args_missing_but_heading_present""]"
geobufToGeometryExpressionV1,Decode Geobuf as GeoJSON,Decode Geobuf geometry as GeoJSON.,"[""Geospatial""]","[""Batch"",""Streaming""]","[{""name"":""Expression"",""type"":""Expression<Geobuf>"",""description"":""Geobuf geometry to decode""}]",Geometry,https://palantir.com/docs/foundry/pb-functions-expression/geobufToGeometryExpressionV1/,线索,"[""parse_warning: args_missing_but_heading_present""]"
geometryArrayLineDissolveV1,Geometry array line dissolve,"Given an array of geometries, combine these into a linear geometry. Dissolve simplifies an input set of...","[""Geospatial""]","[""Batch"",""Faster"",""Streaming""]","[{""name"":""Expression"",""type"":""Expression<Array<T>>"",""description"":""An array of geometries to dissolve""}]",T,https://palantir.com/docs/foundry/pb-functions-expression/geometryArrayLineDissolveV1/,线索,"[""type_variable_bounds: T accepts Geometry"",""parse_warning: args_missing_but_heading_present""]"
geometry3dAffineTransformationV1,Geometry 3d affine transformation,Applies a three dimensional affine transformation to the input geometry. This transformation occurs in the...,"[""Geospatial""]","[""Batch"",""Faster"",""Streaming""]","[{""name"":""Geometry column"",""type"":""Expression<String>"",""description"":""The geometries on which the affine transformation is applied""},{""name"":""Projected coordinate system"",""type"":""Literal<String> optional"",""description"":""Coordinate system identifier formatted as \""authority \"". For example, UTM zone 18N could be identified by EPSG:32618. Geometries will be cast to the source coordinate system, have an affine transformation applied, then re-cast to WGS84""},{""name"":""X offset"",""type"":""Literal<Double> optional"",""description"":""The (0,3) value of the matrix with default 0.0. This parameter represents the distance in projected coordinates that the geometry will be translated in the positive x direction""},{""name"":""X0"",""type"":""Literal<Double> optional"",""description"":""The (0,0) value of the matrix with default 1.0""},{""name"":""X1"",""type"":""Literal<Double> optional"",""description"":""The (0,1) value of the matrix with default 0.0""},{""name"":""X2"",""type"":""Literal<Double> optional"",""description"":""The (0,2) value of the matrix with default 0.0""},{""name"":""Y offset"",""type"":""Literal<Double> optional"",""description"":""The (1,3) value of the matrix with default 0.0. This parameter represents the distance in projected coordinates that the geometry will be translated in the positive y direction""},{""name"":""Y0"",""type"":""Literal<Double> optional"",""description"":""The (1,0) value of the matrix with default 0.0""},{""name"":""Y1"",""type"":""Literal<Double> optional"",""description"":""The (1,1) value of the matrix with default 1.0""},{""name"":""Y2"",""type"":""Literal<Double> optional"",""description"":""The (1,2) value of the matrix with default 0.0""},{""name"":""Z offset"",""type"":""Literal<Double> optional"",""description"":""The (2,3) value of the matrix with default 0.0. This parameter represents the distance in projected coordinates that the geometry will be translated in the positive z direction""},{""name"":""Z0"",""type"":""Literal<Double> optional"",""description"":""The (2,0) value of the matrix with default 0.0""},{""name"":""Z1"",""type"":""Literal<Double> optional"",""description"":""The (2,1) value of the matrix with default 0.0""},{""name"":""Z2"",""type"":""Literal<Double>"",""description"":""The (2,2) value of the matrix with default 1.0""}]",Geometry,https://palantir.com/docs/foundry/pb-functions-expression/geometry3dAffineTransformationV1/,线索,"[""parse_warning: args_missing_but_heading_present""]"
geometryCentroidV1,Geometry centroid,"Return the centroid, or ""center of mass"", of the geometry using a spherical approximation of the globe. If the...","[""Geospatial""]","[""Batch"",""Streaming""]","[{""name"":""Expression"",""type"":""Expression<Geometry>"",""description"":""Valid GeoJSON input""}]",GeoPoint,https://palantir.com/docs/foundry/pb-functions-expression/geometryCentroidV1/,线索,"[""parse_warning: args_missing_but_heading_present""]"
geometryBufferV1,Geometry buffer,Computes the buffer of a geometry for both positive and negative buffer distances. Returns an approximate...,"[""Geospatial""]","[""Batch"",""Streaming""]","[{""name"":""Buffer distance"",""type"":""Expression<Double>"",""description"":""The buffer distance in the units of the given projected coordinate system. For single sided geometries a non-positive buffer will result in a null value being returned. For polygonal geometries a negative double-sided buffer will shrink the geometry. For linear or point geometries a non-positive buffer will return null""},{""name"":""Geometry column"",""type"":""Expression<String>"",""description"":""The geometries to buffer""},{""name"":""Projected coordinate system"",""type"":""Literal<String> optional"",""description"":""Projected coordinate system to perform the buffer in, which determines the units of the \""buffer distance\"" parameter. Geometries will be converted to this coordinate system, buffered, then converted back to WGS 84. Formatted as \""authority \"", so for example, UTM zone 18N could be identified by EPSG:32618""},{""name"":""Buffer cap style"",""type"":""Enum<Flat, Round, Square> optional"",""description"":""The style of the buffer end-caps, defaults to round. If set to flat the end caps are truncated flat at the line ends, while square has the end-caps squared off at the buffer distance beyond the line ends""},{""name"":""Buffer join style"",""type"":""Enum<Bevel, Mitre, Round> optional"",""description"":""The style of the buffer joins, defaults to round. Mitre will lead to \""sharp\"" corners, while bevel will lead to corners being beveled (clipped off)""},{""name"":""Line segments per quadrant"",""type"":""Literal<Integer> optional"",""description"":""For round end-cap and join styles, this defines the number of line segments used to approximate a quarter circle. A sensible default is 8, which gives a maximum error of 2%. Higher values lead to more complex geometries and may degrade performance. Lower values lead to reduced smoothness in the resultant geometry""},{""name"":""Single or double sided"",""type"":""Enum<Double sided, Single sided: left, Single sided: right>"",""description"":""Whether the buffer is single or double sided. The single sided options work only with linear geometries (line strings and multi-line strings) and positive buffer distances. They result in buffering only the left/right hand side of the geometry, oriented as if traveling along the points of the line from first to last. If a single-sided buffer is selected, non-linear geometries (polygons and points) will be dropped""}]",Geometry,https://palantir.com/docs/foundry/pb-functions-expression/geometryBufferV1/,线索,"[""parse_warning: args_missing_but_heading_present""]"
geometryDifferenceV1,Geometry difference,Calculates the portion of geometry a that is not intersecting geometry b.,"[""Geospatial""]","[""Batch"",""Faster"",""Streaming""]","[{""name"":""Geometry a"",""type"":""Expression<Geometry>"",""description"":""Geometry a""},{""name"":""Geometry b"",""type"":""Expression<Geometry>"",""description"":""Geometry b""}]",Geometry,https://palantir.com/docs/foundry/pb-functions-expression/geometryDifferenceV1/,线索,"[""parse_warning: args_missing_but_heading_present""]"
geometryConvexHullV1,Get the convex hull of a geometry,"Given a valid GeoJSON input string, return a GeoJSON string that is the convex hull for the geometry. The...","[""Geospatial""]","[""Batch"",""Faster"",""Streaming""]","[{""name"":""Expression"",""type"":""Expression<Geometry>"",""description"":""GeoJSON values for which the convex hull is calculated""}]",Geometry,https://palantir.com/docs/foundry/pb-functions-expression/geometryConvexHullV1/,线索,"[""parse_warning: args_missing_but_heading_present""]"
geometryArrayUnionV1,Geometry array (unary) union,"Given an array of geometries, combine these into a single geometry, merging without overlap. Expression...","[""Geospatial""]","[""Batch"",""Faster"",""Streaming""]","[{""name"":""Expression"",""type"":""Expression<Array<T>>"",""description"":""An array of geometries to union""}]",T,https://palantir.com/docs/foundry/pb-functions-expression/geometryArrayUnionV1/,线索,"[""type_variable_bounds: T accepts Geometry"",""parse_warning: args_missing_but_heading_present""]"
geometryContainsV1,Geometry contains,Determines if geometry a contains geometry b. Points or lines lying on the boundary of a polygon are not...,"[""Geospatial""]","[""Batch"",""Faster"",""Streaming""]","[{""name"":""Geometry a"",""type"":""Expression<Geometry>"",""description"":""Geometry a""},{""name"":""Geometry b"",""type"":""Expression<Geometry>"",""description"":""Geometry b""}]",Boolean,https://palantir.com/docs/foundry/pb-functions-expression/geometryContainsV1/,线索,"[""parse_warning: args_missing_but_heading_present""]"
geometryFilterV1,Filter by geometry type,Nulls any values in the geometry column that are not of the provided geometry types.,"[""Geospatial""]","[""Batch"",""Faster"",""Streaming""]","[{""name"":""Expression"",""type"":""Expression<Geometry>"",""description"":""The geometry column to filter.""},{""name"":""Geometry types"",""type"":""Set<Enum<Feature, FeatureCollection, GeometryCollection, LineString, MultiLineString, MultiPoint, MultiPolygon, Point, Polygon>>"",""description"":""The set of geometry types to keep.""}]",Geometry,https://palantir.com/docs/foundry/pb-functions-expression/geometryFilterV1/,线索,"[""parse_warning: args_missing_but_heading_present""]"
geometryIntersectionV1,Geometry intersection,Calculates the portion of geometry a that is intersecting geometry b.,"[""Geospatial""]","[""Batch"",""Faster"",""Streaming""]","[{""name"":""Geometry a"",""type"":""Expression<Geometry>"",""description"":""Geometry a""},{""name"":""Geometry b"",""type"":""Expression<Geometry>"",""description"":""Geometry b""}]",Geometry,https://palantir.com/docs/foundry/pb-functions-expression/geometryIntersectionV1/,线索,"[""parse_warning: args_missing_but_heading_present""]"
geometryEnvelopeV1,Get geometry envelope,"Given a valid geometry or array of geometries, return a geometry representing the envelope of the input. The...","[""Geospatial""]","[""Batch"",""Streaming""]","[{""name"":""Expression"",""type"":""Expression<Array<Geometry> | Geometry>"",""description"":""GeoJSON string or array of GeoJSON strings""}]",Geometry,https://palantir.com/docs/foundry/pb-functions-expression/geometryEnvelopeV1/,线索,"[""parse_warning: args_missing_but_heading_present""]"
geometryExplodeToArrayV1,Geometry explode to array,Converts a geometry to an array of its constituent simple geometries.,"[""Geospatial""]","[""Batch"",""Faster"",""Streaming""]","[{""name"":""Expression"",""type"":""Expression<Geometry>"",""description"":""The geometry to explode""}]",Array<Geometry>,https://palantir.com/docs/foundry/pb-functions-expression/geometryExplodeToArrayV1/,线索,"[""parse_warning: args_missing_but_heading_present""]"
geometryIntersectsV1,Geometries have intersection,Determines if two geometries intersect.,"[""Geospatial""]","[""Batch"",""Faster"",""Streaming""]","[{""name"":""Geometry a"",""type"":""Expression<Geometry>"",""description"":""Geometry a""},{""name"":""Geometry b"",""type"":""Expression<Geometry>"",""description"":""Geometry b""}]",Boolean,https://palantir.com/docs/foundry/pb-functions-expression/geometryIntersectsV1/,线索,"[""parse_warning: args_missing_but_heading_present""]"
geometryLengthV1,Geometry length,Get the length of the line strings and multi line strings in the geometry in meters. Uses a spherical approximation...,"[""Geospatial""]","[""Batch"",""Streaming""]","[{""name"":""Expression"",""type"":""Expression<Geometry>"",""description"":""GeoJSON string""}]",Double,https://palantir.com/docs/foundry/pb-functions-expression/geometryLengthV1/,线索,"[""parse_warning: args_missing_but_heading_present""]"
